Luas lantai (m2),jenis dinding,jenis lantai,kepemilikan ftbab,sumber ir minum,sumber penerangan,bahan bakar,Banyak ART,outcome
144,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
98,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,4,Tidak miskin
98,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
160,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
84,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
270,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,3,Tidak miskin
42,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
84,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
20,3. Kayu/papan,5. Kayu/papan,6. Lainnya,3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
42,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
16,3. Kayu/papan,5. Kayu/papan,6. Lainnya,10. Air hujan,2.Listrik PLN tanpa meteran,10. Kayu bakar,3,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
32,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,10. Air hujan,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
28,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,10. Air hujan,2.Listrik PLN tanpa meteran,7. Minyak tanah,3,Tidak miskin
72,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
108,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",10. Air hujan,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,2.Listrik PLN tanpa meteran,7. Minyak tanah,3,Tidak miskin
24,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
28,3. Kayu/papan,8. Tanah,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Miskin
35,1. Tembok,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
35,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
36,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
42,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,3. Leding,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Tidak miskin
35,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,"2. Elpiji 5,5 kg/blue gas",5,Tidak miskin
63,1. Tembok,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
70,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
105,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
24,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
49,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,10. Kayu bakar,9,Miskin
98,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
54,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
132,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
147,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
126,3. Kayu/papan,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
104,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
60,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
312,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
70,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
99,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
55,3. Kayu/papan,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
30,3. Kayu/papan,8. Tanah,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
102,1. Tembok,4. Ubin/tegel/teraso,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
142,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
12,3. Kayu/papan,2. Keramik,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
36,1. Tembok,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
160,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
92,1. Tembok,2. Keramik,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,9,Tidak miskin
180,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
117,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,4,Tidak miskin
18,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,2. Air isi ulang,2.Listrik PLN tanpa meteran,4. Elpiji 3 kg,3,Tidak miskin
136,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
368,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,6,Tidak miskin
130,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
174,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,6,Tidak miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
174,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
48,3. Kayu/papan,8. Tanah,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Miskin
168,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
35,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",3. Leding,2.Listrik PLN tanpa meteran,7. Minyak tanah,2,Tidak miskin
80,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
150,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
63,3. Kayu/papan,5. Kayu/papan,6. Lainnya,2. Air isi ulang,2.Listrik PLN tanpa meteran,10. Kayu bakar,2,Tidak miskin
80,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
187,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,6,Tidak miskin
84,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,9,Tidak miskin
141,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
74,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
60,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,3,Tidak miskin
84,3. Kayu/papan,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,4,Tidak miskin
99,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
198,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,5,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,6,Tidak miskin
42,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,9,Tidak miskin
56,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
198,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,2,Tidak miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,6,Tidak miskin
80,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,3,Tidak miskin
96,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
42,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
24,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
153,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
63,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
70,1. Tembok,2. Keramik,6. Lainnya,2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,7,Tidak miskin
60,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
40,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
240,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,2,Tidak miskin
228,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,4,Tidak miskin
48,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,3,Tidak miskin
30,1. Tembok,2. Keramik,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
90,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
231,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,3. Elpiji 12 kg,5,Tidak miskin
54,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,8,Tidak miskin
300,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
32,3. Kayu/papan,2. Keramik,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
170,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
96,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,1. Listrik,3,Tidak miskin
90,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,4. Elpiji 3 kg,2,Tidak miskin
54,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
51,3. Kayu/papan,6. Semen/bata merah,6. Lainnya,3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,4,Tidak miskin
63,1. Tembok,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
135,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",2. Air isi ulang,1. Listrik PLN dengan meteran,7. Minyak tanah,3,Tidak miskin
64,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",4. Sumur bor/pompa,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
126,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,1,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",3. Leding,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
72,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
60,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
30,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,4,Miskin
63,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Miskin
45,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,2,Tidak miskin
66,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Miskin
54,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Tidak miskin
24,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,6,Miskin
28,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
108,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
30,7. Lainnya,6. Semen/bata merah,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
41,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,1,Tidak miskin
52,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
60,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,5,Tidak miskin
236,1. Tembok,2. Keramik,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,7,Tidak miskin
60,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
70,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,5,Miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,4. Bukan listrik,10. Kayu bakar,6,Miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,4,Tidak miskin
50,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,2.Listrik PLN tanpa meteran,10. Kayu bakar,6,Miskin
122,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",6. Sumur tak terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,10,Tidak miskin
59,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
103,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,3,Tidak miskin
66,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,1. Listrik PLN dengan meteran,10. Kayu bakar,5,Tidak miskin
50,3. Kayu/papan,6. Semen/bata merah,"1. Ada, digunakan hanya ART sendiri",7. Mata air terlindung,1. Listrik PLN dengan meteran,7. Minyak tanah,6,Tidak miskin
77,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,4,Tidak miskin
35,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,13,Tidak miskin
36,4. Ayaman bambu,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,4,Tidak miskin
43,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,6,Miskin
106,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,2,Tidak miskin
89,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,3. Listrik non PLN,4. Elpiji 3 kg,4,Tidak miskin
93,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,4,Tidak miskin
150,3. Kayu/papan,5. Kayu/papan,6. Lainnya,7. Mata air terlindung,3. Listrik non PLN,10. Kayu bakar,6,Miskin
63,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,3,Tidak miskin
40,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,4. Elpiji 3 kg,7,Tidak miskin
207,3. Kayu/papan,5. Kayu/papan,"1. Ada, digunakan hanya ART sendiri",5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,3,Tidak miskin
143,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,4. Elpiji 3 kg,6,Tidak miskin
84,3. Kayu/papan,5. Kayu/papan,6. Lainnya,5. Sumur terlindung,3. Listrik non PLN,10. Kayu bakar,6,Tidak miskin
